,name,price,product_url,image,freeship,average_review,number_of_sales,sale,tikinow,tikinow_member_deal,re_hon_hoan_tien,tra_gop,free_gift
4345,Máy Cạo Râu Điện Xiaomi Enchen BlackStone 3 3D Với 3 Lưỡi Cạo Và Kết Nối USB,347.000 ₫,https://tka.tiki.vn/pixel?CLICK=&data=djAwMYaSKb9LunucKx0XHpZ0_Cri45ejofZP14zFbTkSkJbzj6YdEDuLub_1q7fmxFqMske3c1JNjCftYfG3eOKMdHrBsYF2c5w6QzfW4S9CHn3yP766O9xRpT1lVnkq5JL6cgstCdvPKynmTQnXNwcrTAme1qpbvcJhWEs2TeNS1k8m2cHqKvhm1OOBXxz-xigjKsjg13a3O4vnpeXjfq_Y2dqMyLNu1T2VJlG8fQ-FjZjdoYyuO2T_1iM8k0fNukd6UKz-eztCQ62Fj6AAoHLF0A87WxVfzZiJCQ1SkxxbAvHStcLWNvXWxy3tCzZ3wDhTcWxYFNt9rFb-fwBaq7xAFtHm2G5_X7eqarCWVRFNZ5trrX2jBVjXAzar4hHW3ZHc1GpRzblO7PXXFO-x-7NewfNF5Fomy1POGgLc8Tq_u_pToq1yimbkj85pQCCIVnP0IRTNbUgHxdWab158bjdVVjS7fvp8hYMxIYeCy8JCezzbJTToJtapbADWl34el_ipHldj8_BMfO559q8TwlsKsiKkrq1roxe1eme6nrMqeLKfi_6tyHNA_wYUV3jWoJK2ksk8PdPP2ovSqg0XSYXIr94jccq6uUJGBe0xnsGYMdWoE4OrBDaH-16ePg2rzWQ3yZz5qtv-VzYbfjI8QR_xDW9-LhlHvA5heYy2DGPR4sxO7lMgUMon-q6hiMb0RBQNScxYaUHA2kLnn8iZdTOWsuocBW39xGPNybhKKuTRO341TlF-scYDxT5O7OG7uy2YGY4lGSXDI7__ueM_zFB_YstVSZktCoAytVYPQgSqiFl6nuVRmyfGZ2vW7Z6VwEYE-BvHAftXqp-USnicaBoNNxgTxIGLKgMysd027767s3gBZNzSc_zuRLgZBaEYQXqQyqTruSuW6k1WEcFp8HGAaDe3dHt8AUnEGWoUIP8OWlcqMEcOkfEc0ZFxe4C7HXjcRBqgT1AQIQXtp2k2J5jnjWJPfpLNjHPW58ySnV7XKplmETFHeQGekBE3bpKWOSmiBQfKVuGx760qvz8uqlFCB0CKS5KCVnyuJJME7HfI89KYF_MyQnGDy09wn7dspRUia4wP9xDS6iBGSGdnh16X-rA7rhAhb4LyfCLnM07TgaGkVoJRIzx0B6Dn1XXU9CFgsBg3ExTtjcM4-rwKVsC_UpNX2ECtbXpFbeqgsI2pM0ZLKZfrRTxQ_xCWS5dIaEF_eCCZ1femaO_CXDL2B_72CAILrkaysGURmZUCpn_cl9wlQr6Z2uluaudFf9CNiGIBOyT9tmrlnFtL9ckmsv-h9Nv2i3wpIgY7NxHl9aqyWo_ZHNcA8Oka5vFwzx0FcZkUNWBR2_lKxxnKsmEAceRhVWFMoVdZgqz9fgl9_o-RTohjgD6XI5qQEE3zU7JB3ssH--fIT1yX3xO5TKeUodvheatq5wrqTg&itm_campaign=CTP_YPD_TKA_PLA_UNK_ALL_UNK_UNK_UNK_UNK_X.60894_Y.527960_Z.1134439_CN.Product-Ads-02%252F07%252F2021&itm_medium=CPC&itm_source=tiki-ads&reqid=HQloWebRBR&pos=29&redirect=https%3A%2F%2Ftiki.vn%2Fmay-cao-rau-dien-xiaomi-enchen-blackstone-3-3d-voi-3-luoi-cao-va-ket-noi-usb-p44581330.html%3Fspid%3D109346623,https://salt.tikicdn.com/cache/200x200/ts/product/02/8f/5b/243e375fbfa18b16080edd0d75a1ed8e.jpg,No, 100%,20,,,,,,
4346,Máy Mát Xa Chống Lão Hóa Da Mặt - Đẩy tinh chất từ tính dưỡng da OLAY 7000,1.001.000 ₫,https://tiki.vn/may-mat-xa-chong-lao-hoa-da-mat-olay-7000-p8980720.html?__s=ssdp&itm_medium=CPC&itm_source=tiki-reco&itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_20211002_MD_PID.8980720,https://salt.tikicdn.com/cache/200x200/ts/product/32/1e/3b/18909eccab46e7606e9fcdf21956bf29.jpg,No, 90%,695,,,,Yes,,
4347,"Đồng hồ nhiệt độ và độ ẩm Xiaomi youpin Miiiw Mute Màn hình LCD lớn 3,34 inch độ chính xác cao",239.000 ₫,https://tiki.vn/dong-ho-nhiet-do-va-do-am-xiaomi-youpin-miiiw-mute-man-hinh-lcd-lon-3-34-inch-do-chinh-xac-cao-p90508674.html?__s=ssdp&itm_medium=CPC&itm_source=tiki-reco&itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_20211002_MD_PID.90508674,https://salt.tikicdn.com/cache/200x200/ts/product/bc/ac/6e/751dffa3dd67a5bbb0f0a042f0907839.jpg,Yes,,,,,,,,
4348,Pin Sạc Dự Phòng Xiaomi Gen 3 Version 2019 Polymer 10000mAh Tích Hợp Cổng Type-C PLM13ZM - Hàng Chính Hãng,304.300 ₫,https://tiki.vn/pin-sac-du-phong-xiaomi-gen-3-version-2019-polymer-10000mah-tich-hop-cong-type-c-plm13zm-hang-chinh-hang-p46841782.html?__s=ssdp&itm_medium=CPC&itm_source=tiki-reco&itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_20211002_MD_PID.46841782,https://salt.tikicdn.com/cache/200x200/ts/product/99/5f/37/52271ae60d8a7b898d881805134f8774.jpg,Yes, 92%,,,Yes,,,,
4349,Dụng Cụ Lấy Ráy Tai Xiaomi Youpin Bebird M9 Pro Smart Visual Ear Stick 3MP 350mAh - Xanh,670.000 ₫,https://tka.tiki.vn/pixel?CLICK=&data=djAwMY4xgIo5ApTKjGJPFMM7mBfTIbziA1OdLn3nOV8aiFfGBP4kaewei5I7g2YRN82D4J65DwNuJqQKB2uIiICDRmZUdoVvAAGG43bbN4FA79LnlVSK-ivznvssKBFHPwHDhLy9t7-7kSWzljwxQ0XCelRM4AlIU9fXfsXaAXNWxG13qoRWylMOZjfleKunRA8PU88VBeb1dSOzgJU5FY6WY520F_rsoozlCx4EGx5hPvYGWeAkCR7WN8fQAPAUFwDq87yTMM_rE1pdEr8UBLdPaBTJ7ZoxsJu3LiOoRHOt3IHmrO0-P_y7ys444KQvIdViva0VKb6DeUqVFmJczKnVPB-ihJ-XkUojN-zAs9qbvj0Sd-wYOvoYkhmENZx3EUySVszuILnJiRb1GJKN9yqBoQ1yXdj6cG7q8UbSSLnTWophEvMiX7RxidRiU7Yd4Sq0BLTWxoXhw3-wsIbQLO5KjkX24wtq6SwVXg6kxrM-sj0BrYAe8rD8E9_wtdDyu_AFj9-nfW_hca_wtPVimOjz6rAyPWiqqFfmEm_AgKcoxbClKtkBfSS4g2zjcpjfcg31lmCrDGtemtPs8R-fkid8kWuq9BnrznCyhk83xxLdu_hR3lUXOrn3xS9fSchh5ucQJg5C2gMTbu33-XInI2HfX126slUH39A9GeF6SzKSxkRoXBHXSQ6Lj5CGXWr3n0-4CvkS543nH-Yspiig-tGEoWbmkSkwS4-T7JLz9hn88DH3pNOzOGw7YST71I1M5Ia4Cb_1or88-ZJ9Yd7IbHYJF_jfRUJ1u-cBQycq0uZSFJeoypKGP2kQ48MC9SUhZLgf7FTgMVRuIuLK7MZkC3NO60PmmRVsjjGdM4bjh91g655UxqPQ2_R2DojtMVYSDErwREfBdH-1Rvj7DiDtlbe1DFtgVZRhdXf3Rvpa51YlkS4lm466pUCbu5daI0NDS0SR0u1yfen2xO59h-dkR5zeK5yNrK0etEoZpACfqfwdcTi-KuGmYeqSPjYNZQTIGLMB_ivzlDfpvE5OvrF261wwlDHUhgFA3sEtAjfM5ovs3yDy9jbk3K8ZOmUzudSCVo3vwrzHkqVYqRETqepUvYU3o0i13M2JisicMxB3pyd43Vv3-cCUwgXsJcDk-CKaRJoRWr1NeSdSKDSlamS84Z8jJvFcYG9GpEgt340mHKBbm6kleZwxZ_dNTpYiuCPMyf6oA3ZgY-sIKgbMy0DUcb9bUbV_hFP49cwwdxFMdCpe6JrsT2LMCNMFWG2CXSI4zfdLgKpqtfygKsHMCOUntwuvro6OaLbADQa4XjSqLuKaMz3Ek-qPPUU_mFvXFEm0B2UssefVNOt7TcWob58QxYsJQ2BwBy-Z7sl8MgaEPL_Q4IJSgxcmrFt5tyvcvaw0LD9g42DPcT_RWQnHBGQwpmKMroJYOWIt&itm_campaign=CTP_YPD_TKA_PLA_UNK_ALL_UNK_UNK_UNK_UNK_X.66671_Y.583251_Z.1232345_CN.Product-Ads-23%252F07%252F2021&itm_medium=CPC&itm_source=tiki-ads&reqid=HQloWebRBR&pos=33&redirect=https%3A%2F%2Ftiki.vn%2Fxiaomi-youpin-bebird-smart-visual-ear-stick-m9-pro-multifunctional-17-picking-heads-300w-high-precision-endoscope-350mah-p56238145.html%3Fspid%3D97445691,https://salt.tikicdn.com/cache/200x200/ts/product/7e/5a/78/adc49eb6d6abf4519c0dedecfa4a2dbe.jpg,No, 94%,105,,,,Yes,,
4350,Dầu Cá Blackmores Fish Oil 1000mg - 400 Viên (Hàng Nhập Khẩu Từ Úc),471.000 ₫,https://tiki.vn/dau-ca-blackmores-fish-oil-1000mg-400-vien-p58983694.html?__s=ssdp&itm_medium=CPC&itm_source=tiki-reco&itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_20211002_MD_PID.58983694,https://salt.tikicdn.com/cache/200x200/ts/product/53/75/09/93fa921d4f9b4ab82afa7d2928ae581e.jpg,No, 90%,533,,,,Yes,,
4351,Chuột Chơi Game Có Dây Razer DeathAdder Essential,514.000 ₫,https://tiki.vn/chuot-choi-game-co-day-razer-deathadder-essential-p16968564.html?__s=ssdp&itm_medium=CPC&itm_source=tiki-reco&itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_20211002_MD_PID.16968564,https://salt.tikicdn.com/cache/200x200/ts/product/e2/15/29/bae868c462c8a2c5040e6a48af29bfbb.jpg,No, 100%,,,,,,,Yes
4352,Khay Nướng Bánh Mì Chống Dính Pháp Chefmade WK9083,178.600 ₫,https://tiki.vn/khay-nuo-ng-ba-nh-mi-cho-ng-di-nh-pha-p-chefmade-wk9083-p9190097.html?__s=ssdp&itm_medium=CPC&itm_source=tiki-reco&itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_20211002_MD_PID.9190097,https://salt.tikicdn.com/cache/200x200/ts/product/a5/32/f3/6a3cee5e16d329ecb4ae736035a1a8e6.jpg,No, 92%,,,,,Yes,,
4353,Logitech C270 HD Webcam 720P Video Card Webcam 720P Optical Lens Noise Reduction Micophone USB2.0 Plug And Play Mini,780.000 ₫,https://tka.tiki.vn/pixel?CLICK=&data=djAwMe54nq5LOOl-8FNxnouJTpLn8l88fvZkQzPuN20985wjx1hmDq4cnn6Cd-fNQTwwqCYQ8azYwq0YFbnMUZ1CbtmIH1c_Hr5-vWilgE59QYdHJ7WJJxKWMi0JzuB-tHZVstR5ASOgwQOi8xx_CxhyZQOpvTvnhDw9tT_SEEit5uMQqg3Badfu8AcJT1YiLc0rkPgG-sQvTd5AJvn4GKbm2HALupfrucHBpOat6PQWANQOF2uC6_aWstwmn4luXbARC5jz1X9hEHJHWKj6DkrHWCOTRWQO9Tb0o-jwEgiT_m5s0upLuhysGzqTdnW3E_LbbNvb1a03Zw637JPHgstcJIis99_cmqnneWzjLlAfuXVe6CKMx-Sahu0Vbc2g76hvUAlajO73JXAF91DAhKyOKUVey6_ZPeISbTjaPNi6T_MdDMNOa1Hc7pgnU8ANrULWsvd3JKah9uiTWJy7hFeqtwp5DihsGiq5dzDqBa03nL5EQlJQ7XHFeX8oKan4kXCsmZGB4T_UGq9REELvA6eQaiJphbYdxXbeKwCFqPkhVadSIH2hhJx9KF8r3Kb8IG39ROFq_gR9iiHgnRJZ73kzxwywS_aFr0y35T826P527SP9wHgwduD4q3vmnC5Zf9Vfr3D9KDva5-UzKN4SNZFRWs8tKWsVbTfOi6pK6tVR6n_ezgGMQ3Vw4puC26SrXd0xrUMTt0v1ZoniC8Q4fo7FfGpMtOf3Xc9fOikkTKPD8TBJRaqgbpAF9eF0Ra2na-G1p2WJWmQJhqI6j9G67dJUBANUk-gKM66qBOcbSzOjcXXXdshk_ybGsQOlbSjYMzRDPI8A0fjRYJuH9MuPYwN7MqQR_zpVIpWWmH7G2U324wXz9qtYi8cpgJS7gTVuZWCI1a30bWxyLb4BMiq37srpdBC14KXUDbexnrezMr2Ayz2S5oxR0pXeeKGPOTM8eGD6w3hjlUY8wHW1XDZftmhbXb6D33Ax8906fgzzoBwP9_Mfa6q-rBM1VTGFqgQVG1jWPCS-TLSBr2f0TBgme23DOPYcuWgkbQ2eDI0ZuawKtNJV6WBO2AXtJ2rhMt5ircxzdAoNTfamwR-nE7tD0yVc_t-DxxyRK8cQuW89DOeO9Dzwv2RWzakSfQR4thFBiHR3KGKh5c9vfeATOmuIj1ajGlBWFPm_DLFOwGpRuMbApcVGpMu6B7Rtki6BNQAqvHpM4SSRXFNr6YXNtfcMWAfas0xOK1Ne2FZ0elXFAzlQgvZ3wurcbv5DdwrUE6kxe9Qx4ymKDrQL4iRoaugROvAH9qKm1ZOkXt4Y9UBjJkJmo_-uDdt_2EzSxGt4Og1v3j2g1DtOA8fCL2iR5z_IL_h-t7L2-8s_MglzSQ45TUCxq4dXNgra4Cfy0nKz9Zsar0Fau0g0axZfuNhM0xXDfcYz7boCopIt0d4&itm_campaign=CTP_YPD_TKA_PLA_UNK_ALL_UNK_UNK_UNK_UNK_X.70310_Y.613160_Z.1280553_CN.2021%252F8%252F18-Camera&itm_medium=CPC&itm_source=tiki-ads&reqid=HQloWebRBR&pos=37&redirect=https%3A%2F%2Ftiki.vn%2Flogitech-c270-hd-webcam-720p-video-card-webcam-720p-optical-lens-noise-reduction-micophone-usb2-0-plug-and-play-mini-p106320054.html%3Fspid%3D106320057,https://salt.tikicdn.com/cache/200x200/ts/product/55/1d/4d/22f42b33f991651532fcd2d8393ed2e4.jpg,No, 100%,2,,,,,,
4354,Bộ 8 Ô Tô Mô Hình Đồ Chơi DODOELEPHANT Brinquedo Toys Cho Bé Trai,196.000 ₫,https://tiki.vn/bo-8-o-to-mo-hinh-do-choi-dodoelephant-brinquedo-toys-cho-be-trai-p3441727.html?__s=ssdp&itm_medium=CPC&itm_source=tiki-reco&itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_20211002_MD_PID.3441727,https://salt.tikicdn.com/cache/200x200/ts/product/b7/0c/bc/1c256a3f208151fd85e5a215facd6c36.jpg,No, 94%,962,,,,Yes,,
4355,Khuôn Nướng Bánh Mì Chống Dính Xuechu CHEF MADE 48WK9023 (15.5 x 8.7 cm),187.000 ₫,https://tiki.vn/khuon-nuong-banh-mi-chong-dinh-xuechu-chef-made-48wk9023-15-5-x-8-7-cm-p4867945.html?__s=ssdp&itm_medium=CPC&itm_source=tiki-reco&itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_20211002_MD_PID.4867945,https://salt.tikicdn.com/cache/200x200/ts/product/2c/38/09/0f90d3141147873a52ef3a6d6510d0f8.jpg,No, 90%,,,,,,,
4356,Khuôn Làm Bánh Hình Lục Giác CHEFMADE WK9142 (212 * 212 * 50),169.900 ₫,https://tiki.vn/khuon-lam-banh-hinh-luc-giac-chefmade-wk9142-212-212-50-p4839921.html?__s=ssdp&itm_medium=CPC&itm_source=tiki-reco&itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_20211002_MD_PID.4839921,https://salt.tikicdn.com/cache/200x200/ts/product/2f/cd/d0/f8c382d47ac3ff1f33f2a0b26daa773b.jpg,No,,,,,,,,
4357,Yeelight Computer Monitor Light Pro LEDs Task Lamp Supported Interaction with Razer Chroma/ Overwolf/ Customed,2.353.000 ₫,https://tka.tiki.vn/pixel?CLICK=&data=djAwMTIgz4_1K4mcBZQxjao19uZrM6nyCPRgLL6LOILV66WMg6MbSNO-FHtTq1euJ9XXSc4vy1YXom_nqP1Q1w5UYvjB1-p2Kx0Eduud0i_BhkNVD3Mbgpndk65UHuvJkTl5nxjVypH6KAy0F5O9JX5-j5Psog6EUDoYCWyCZ1o8rakCC-fl_pWBSnfGTU353BEOAjeEpLdzRpNTx4Cp5DkN427L0-VGm3cnzeZO2HA1dmIao9CrMu1fHFyGf3bwi3D8BSl8Bdp8kZlYdEojK1f9RQFqW1EwQkBi__WLzamYOqKO33gy_VpE-1h7LIdgKuZ76L6gHOhuotSgy38OMNa_IVUHETzrnR5ofPXi432noF85VpPmICqCSN_SUY7uAXH9SNJG4ShvEeh537P2p4dyoVZGHO_iSa9EJmCmlNQWhFCyqZk3tkdoLRr7MZg7qeniRi-8vL1ZBdwIJuT7P_ykkp1X6UJkrOntddJ3LlDlA5yLb6Od5gVXMNVyw7O5kcjJbCbsUiSkqmWATvsyOW3Mz-4AVIl5iyVZt-BIAr69Is9OcaOGmBqsr2tQBgyQ1qopiKtBz4yo48k9LnWyQenoNuRZXgg9VajL84QHxuZ8-Xhdl17D4R1IiTJ00PJFOk9SQJLgT3CHm0I-ROkwltNEqlHCG2TiIscSD_zMFTsZKdKt6l8g1RUikiT4f9887A_VkV2FnhVzrpuT6vZsUExO9ZstNXnGJ_IkoIy3W6e1FJvLWwwXQi_DNqJ22B5IxC_54our6n_qLvU6VllThQi3WFgXcAXTZbYv8RErkLdBXfu0NRFrDHAokjTs9NQf-lQqqo50_wwbZgEnYnCQBDFB-tpPaxIr8HiOWPBG_s_kRgyRbxxnIHnC6_ovis74dUrxc-Owhwse8vO5A9NMttu7HqWDDM3M4Oy5o7nnMU7itasTtlQGtwBoUwMO148wBbuUCEh4KD0JOEdy7e2XSNtBW4aHcSYgPUEhuiXkITmhczazJ4Hk9SQEVt-eNGOqnS6HXRG0p4npEYWKskdNNlIzw8zFYiLlEXCVbVQQKBQr5GIXtU9RQfkEkRqtzv9UvmeJPebO9TQ-Afo42G8TA8bFjJuB-GYqX4oRrsS2AycaLr_RMjHyEwm1tpFrm8alKqxFT4pH22_O-qKZrSQbywo4olcHLn0MRKYARRbSqRZPkPy9Aj38iwxABXPdNPJFoMrzstSqTJ2mOQ7nFoiOoThOWg__GdX7Fm5wv6LQzcgG8DaW6wxH2UubA1CIVtIuqF9hD5uZ7ViCmn0syPwvTMcBT3wEr9D-bfZCDIBdxwD9kZMNBdIurgxJapfdJwcNrVlNUmLmgz9Imp0V-Sw0bVv189e4lsqWEFvUFgjipv_dXMGvrFUkc4yK8LcsAMaUhzbeZMZigmR-rNW_1XY6MssgrtGBnjRT&itm_campaign=CTP_YPD_TKA_PLA_UNK_ALL_UNK_UNK_UNK_UNK_X.71958_Y.629113_Z.1305040_CN.Product-Ads-06%252F09%252F2021&itm_medium=CPC&itm_source=tiki-ads&reqid=HQloWebRBR&pos=41&redirect=https%3A%2F%2Ftiki.vn%2Fyeelight-computer-monitor-light-pro-leds-task-lamp-supported-interaction-with-razer-chroma-overwolf-customed-p91608118.html%3Fspid%3D91608119,https://salt.tikicdn.com/cache/200x200/ts/product/c6/fc/dd/c442133f912571aaf10a02639b891cb5.jpg,No, 92%,18,,,,Yes,,Yes
4358,Chuột Bluetooth Không Dây Logitech Pebble Kìểu Dáng LINE FRIENDS - Thỏ Kenny,608.000 ₫,https://tiki.vn/chuot-bluetooth-khong-day-logitech-pebble-kieu-dang-line-friends-tho-kenny-p92530274.html?__s=ssdp&itm_medium=CPC&itm_source=tiki-reco&itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_20211002_MD_PID.92530274,https://salt.tikicdn.com/cache/200x200/ts/product/92/7f/67/718cd56d230fa2194656d2ffde8b0daa.jpg,No, 100%,147,,,,Yes,,
4359,Webcam 2MP độ phân giải 1080P tương thích với máy tính/máy tính xách,239.000 ₫,https://tiki.vn/webcam-2mp-do-phan-giai-1080p-tuong-thich-voi-may-tinh-may-tinh-xach-p82069064.html?__s=ssdp&itm_medium=CPC&itm_source=tiki-reco&itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_20211002_MD_PID.82069064,https://salt.tikicdn.com/cache/200x200/ts/product/5c/f4/6c/a15dd53a70769badbcb27e92d6175af2.jpg,No,,,,,,Yes,,
4360," Webcam Xiaomi Youpin Xiaovv HD USB tích hợp micrô Máy ảnh lấy nét tự động không cần ổ đĩa ,ghi âm cuộc gọi video",300.000 ₫,https://tiki.vn/webcam-xiaomi-youpin-xiaovv-hd-usb-tich-hop-micro-may-anh-lay-net-tu-dong-khong-can-o-dia-ghi-am-cuoc-goi-video-p62641280.html?__s=ssdp&itm_medium=CPC&itm_source=tiki-reco&itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_20211002_MD_PID.62641280,https://salt.tikicdn.com/cache/200x200/ts/product/80/f8/e0/043832068da49917acd05385af333fc2.jpg,No, 92%,,,,,Yes,,
4361,Take Apart Robot Toys Fire Truck 5 in 1 Construction Toys Kids Building Toys with Light and Music,358.000 ₫,https://tka.tiki.vn/pixel?CLICK=&data=djAwMearUzceA02YHDl90lJVPoRGcZCc82fL6Alew8cXoGQooyteSL7-0BO8PMJtDs9CPpCiowRP5crQs2nFg8vqmoPtWxJBQDLiK7xHvNkb1YGsQ36IECetPxNQr5zKHDwoPELiK0NIUmh3dnHLb0LdIAnGLJeqG8hHAWxUqzf-r1qp9S1DYg9NjU0SPF3ttdLwnwhNzP2XouDuZQr0tOIrwlO6AJQyzXMiKga7fwO5qFoEg5FJbCAOg2qNXvT33FixCCpZKGQoQ5ZpTRws9kr7tVK1Bw2ejymNDPvzPNhLWigmcytlJl6wxnJ2EXnT3Mp4MkMSRaQgAMa4-4yvrUOvMzZ3J4fcYDLdoIGl2QKP11HhuJV9p40CKjg9XVC4lylDKnPclrvt_fSCweWvKm3wGzTL67MDxTNpFfDLPdHL0IAE2uXt93xOsx7_PI66NyCowyRM-5MVh1LtjfOipAk-IYn6h5OJLdxVLBEffgrLsu_474dfCRQRQLfA3PSRtSG00yr-jPZv1JQ_lhS1WVuKkJPMuXyFbkF4tbNeXtebbFV8cYfNLyMVBW_SiOpim9cy-Sk39zmpFuP9sWRqkA__WcUuq0bb9O3b0CuAbJKlEMR1bGQKa2YT0sgPsL8HAXvaVrLN37xO8n_YS92AJKBxKFK2-390ARd2xs6AOPeLOIY5VSeqvPqK5A_D3WlHvUTHBLGstdz_Mrgb8h-vJZcVujrEcrz94hBDwmt7Bjpmh6mBsuzKDll4GoeFEtI183faimwdWI67YgIh_z3o53FOAuheuZZHkCPG75MSHb6YWwMqSXJNcPikkuF86MXKhbjGyYlpz3MjYt50G3x-otjMb8p03amv3yuK7-poKUCfSOWRmBI-e4qzrKVBx4WIj43iX7InfwWmlCNpPxV92eVvchucv8pk4hdXeZjxzYIDMw04lKChj9VBpo1BQwX1j_Dfb0GNpKMs05MEtRpGOkX8kfau1UnJhbwocXlD140NJ2GFlrGIJHO0Osoe7x2GrD1sXTWouZdeMuwLcvKQ5pJJ-TaRZ6_aWyY28akDXvGzgn5xW31HdW5Z2W8U334Y3yswpaVrK_bOIO-3nZ4VykJYIOPbHIp6NyhKYIxSVQQPy4cUYeOM4Wczm86nrGIGrPzoVcwCIIlGnE5wd-PX8lm8frJVBH-faRZC_d59V-d8PoXvPUCygVedE4wJZTzxx252a-N0AaHP2j0SS5dVHbZblzJq5o41-n1AewJRA1_Udw4eKw_BTx0hzP8_mzX3SPhw_Hgx8lmjqzvIpjHsqgzAQhvsoijp1_USv3LLop_iCXVbnz7lUUQCZItKGfli7wg8LE3mdbE2-R1xaapV4ykwaOZfKvgrknadddYF2tnFbOzFNC5nrhVlllkn9PiXRpv8hLuKvT4ISg48xPKUBxPJmyJtlmMUQHFnYPH-&itm_campaign=CTP_YPD_TKA_PLA_UNK_ALL_UNK_UNK_UNK_UNK_X.73219_Y.657143_Z.1342515_CN.%25E9%2581%25A5%25E6%258E%25A7%25E6%25A8%25A1%25E5%259E%258B9.17&itm_medium=CPC&itm_source=tiki-ads&reqid=HQloWebRBR&pos=45&redirect=https%3A%2F%2Ftiki.vn%2Ftake-apart-robot-toys-fire-truck-5-in-1-construction-toys-kids-building-toys-with-light-and-music-p124259819.html%3Fspid%3D124259821,https://salt.tikicdn.com/cache/200x200/ts/product/06/fb/54/863f78dae1b1933fa644daa8a6f8e7af.jpg,No,,,-13%,,,,,
4362,Khuôn Làm Bánh Hình Que CHEF MADE WK9172,201.000 ₫,https://tiki.vn/khuon-lam-banh-hinh-que-chef-made-wk9172-p4852573.html?__s=ssdp&itm_medium=CPC&itm_source=tiki-reco&itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_20211002_MD_PID.4852573,https://salt.tikicdn.com/cache/200x200/ts/product/a9/6d/14/4064e6215f63185ccf3393a18423cd8e.jpg,No, 100%,1000,,,,,,
4363,Bộ dụng cụ lấy ráy tai 9 món ,54.000 ₫,https://tiki.vn/9pcs-set-ear-cleaner-kits-stainless-steel-earpick-wax-remover-curette-goose-feather-ear-pick-ear-cleaner-spoon-spiral-p51628792.html?__s=ssdp&itm_medium=CPC&itm_source=tiki-reco&itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_20211002_MD_PID.51628792,https://salt.tikicdn.com/cache/200x200/ts/product/a9/21/17/1854ae5e9d32de4c4c4e94559020d3cd.jpg,No, 92%,,,,,Yes,,
4364,Khuôn Nướng Bánh Mì CHEF MADE WK9054,186.500 ₫,https://tiki.vn/khuon-nuong-banh-mi-chef-made-wk9054-p4841207.html?__s=ssdp&itm_medium=CPC&itm_source=tiki-reco&itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_20211002_MD_PID.4841207,https://salt.tikicdn.com/cache/200x200/ts/product/97/86/d4/9ae9639b3cfd89a4ecb4a04721269756.jpg,No, 100%,,,,,Yes,,
